rank	ru	en	pos
3458	иск	lawsuit	Nm
3459	звёздный	star	A
3460	крова'вый	bloody	A
3461	отрица'ть	deny	V
3462	фа'за	phase	Nf
3463	сорт	grade, type, quality	Nm
3464	воспринима'ться	be perceived	V
3465	грузови'к	lorry	Nm
3466	дина'мика	dynamics	Nf
3467	предлага'ться	be offered	V
3468	темно'	dark	Adv
3469	мы'слить	think	V
3470	па'пка	folder, file	Nf
3471	по'лдень	noon	Nm
3472	духи'	perfume	N-
3473	го'рький	bitter	A
3474	боло'то	swamp	Nn
3475	ава'рия	accident	Nf
3476	инсти'нкт	instinct	Nm
3477	контро'льный	control, check	A
3478	возглавля'ть	lead	V
3479	маг	magician	Nm
3480	стро'чка	line	Nf
3481	кла'ссный	class, cool	A
3482	желу'док	stomach	Nm
3483	побере'жье	coast	Nn
3484	япо'нец	Japanese	Nm
3485	ра'са	race	Nf
3486	чече'нский	Chechen	A
3487	нуль	null, zero	Nm
3488	кры'шка	cover, lid	Nf
3489	стекля'нный	glass	A
3490	те'зис	thesis, point	Nm
3491	недви'жимость	real estate, property 	Nf
3492	ведро'	bucket	Nn
3493	интелле'кт	intelligence	Nm
3494	плащ	raincoat	Nm
3495	принадле'жность	accessory	Nf
3496	возраста'ть	increase	V
3497	христиа'нство	Christianity	Nn
3498	мо'лния	lightning	Nf
3499	ва'жность	importance	Nf
3500	заболе'ть	fall ill	V
3501	компенса'ция	compensation	Nf
3502	наблюда'тель	observer	Nm
3503	облегче'ние	relief	Nn
3504	табле'тка	tablet	Nf
3505	сме'лый	brave	A
3506	педагоги'ческий	pedagogical	A
3507	беспоко'йство	concern	Nn
3508	изготовле'ние	production	Nn
3509	взлета'ть	take off, fly out	V
3510	поставщи'к	supplier	Nm
3511	меню'	menu	Nn
3512	моря'к	sailor	Nm
3513	доро'жный	road, traffic	A
3514	что-ли'бо	anything, something	P
3515	платёж	payment	Nm
3516	плани'роваться	be planned	V
3517	акце'нт	accent, emphasis	Nm
3518	мощь	power	Nf
3519	супру'га	spouse (female), wife	Nf
3520	велича'йший	greatest	A
3521	замолча'ть	fall silent	V
3522	одина'ково	equally	Adv
3523	меда'ль	medal	Nf
3524	брю'ки	trousers	N-
3525	ви'димость	visibility, illusion	Nf
3526	поэти'ческий	poetic	A
3527	прави'тельственный	government(al)	A
3528	торже'ственный	ceremonial	A
3529	ружьё	gun	Nn
3530	дья'вол	devil	Nm
3531	блеск	shine	Nm
3532	лома'ть	break	V
3533	приблизи'тельно	approximately,  roughly	Adv
3534	хала'т	bathrobe	Nm
3535	примеча'ние	note	Nn
3536	недово'льный	displeased, malcontent	A
3537	ара'бский	Arabic	A
3538	оптима'льный	optimal	A
3539	казнь	execution	Nf
3540	пальто'	coat	Nn
3541	капитали'зм	capitalism	Nm
3542	безопа'сный	safe	A
3543	драгоце'нный	precious	A
3544	разво'д	divorce	Nm
3545	сни'зу	from below, from the bottom	Adv
3546	колеба'ние	fluctuation	Nn
3547	дели'ть	divide, share	V
3548	кры'са	rat	Nf
3549	могу'чий	powerful, strong	A
3550	обсужда'ться	be discussed	V
3551	разбуди'ть	wake	V
3552	жара'	heat	Nf
3553	предупрежде'ние	warning, prevention	Nn
3554	весе'нний	spring	A
3555	ледяно'й	ice	A
3556	фантасти'ческий	fantastic	A
3557	велосипе'д	bicycle	Nm
3558	ООН	UN, United Nations	Nf
3559	реце'пт	recipe, prescription	Nm
3560	мело'дия	melody, song	Nf
3561	карто'шка	potato	Nf
3562	седо'й	grey	A
3563	студе'нческий	student	A
3564	вку'сный	tasty	A
3565	смесь	mixture	Nf
3566	полно'	full	Adv
3567	шестьдеся'т	sixty	Num
3568	му'ха	fly	Nf
3569	вне'шность	appearance	Nf
3570	мастерство'	skill	Nn
3571	пешко'м	on foot	Adv
3572	идеологи'ческий	ideological	A
3573	персона'льный	personal	A
3574	столкнове'ние	collision	Nn
3575	раздража'ть	irritate, annoy	V
3576	радиоста'нция	radio station	Nf
3577	формирова'ть	form	V
3578	му'чить	torment	V
3579	испа'нский	Spanish	A
3580	сни'ться	dream	V
3581	дополне'ние	accessory	Nn
3582	бюро'	office	Nn
3583	проше'дший	past	A
3584	реши'тельный	resolute	A
3585	нару'жу	out	Adv
3586	вмеша'тельство	intervention, interfering 	Nn
3587	здравоохране'ние	public health service	Nn
3588	обра'доваться	rejoice, be happy	V
3589	приорите'т	priority	Nm
3590	дневно'й	day	A
3591	лу'нный	lunar, moonlit 	A
3592	о'бувь	footware, shoes	Nf
3593	стоя'нка	car park, stand	Nf
3594	демонстра'ция	demonstration, showing	Nf
3595	где-нибу'дь	somewhere, anywhere	P
3596	вре'менный	temporary	A
3597	гармо'ния	harmony	Nf
3598	слепо'й	blind	N-
3599	повседне'вный	everyday	A
3600	ориента'ция	orientation	Nf
3601	подверга'ться	undergo, be subjected	V
3602	го'нка	race	Nf
3603	ток	electric current	Nm
3604	элемента'рный	elementary	A
3605	анализи'ровать	analyse	V
3606	бензи'н	petrol	Nm
3607	зерно'	grain	Nn
3608	группиро'вка	group	Nf
3609	усиле'ние	strengthening, intensification,  increase	Nn
3610	за'ново	again	Adv
3611	дави'ть	press	V
3612	претендова'ть	make a claim for, aspire	V
3613	языково'й	language	A
3614	пра'здничный	festive	A
3615	креди'тный	credit	A
3616	интерфе'йс	interface	Nm
3617	мо'дуль	module	Nm
3618	незначи'тельный	minor, slight	A
3619	квалифика'ция	qualification	Nf
3620	сыр	cheese	Nm
3621	восьмо'й	eighth	Num
3622	незако'нный	illegal	A
3623	президе'нтский	presidential	A
3624	обма'н	deception	Nm
3625	сне'жный	snow	A
3626	национа'льность	nationality,   ethnicity	Nf
3627	зре'лище	spectacle	Nn
3628	гриб	mushroom	Nm
3629	исключи'тельный	exceptional,   exclusive	A
3630	ску'чный	boring	A
3631	про'вод	wire, line	Nm
3632	фрукт	fruit	Nm
3633	нема'лый	considerable	A
3634	неве'рный	wrong	A
3635	слу'жащий	employee	Nm
3636	штраф	fine	Nm
3637	ба'ня	sauna	Nf
3638	нену'жный	unnecessary	A
3639	передово'й	innovative, advanced	A
3640	пло'ский	flat	A
3641	церемо'ния	ceremony	Nf
3642	тупо'й	blunt, stupid	A
3643	возбужде'ние	excitement	Nn
3644	сове'тник	advisor	Nm
3645	ступе'нька	step	Nf
3646	оригина'л	original	Nm
3647	жи'вопись	painting, art	Nf
3648	бока'л	wine/champagne glass	Nm
3649	нить	thread	Nf
3650	предстоя'щий	forthcoming	A
3651	балл	mark	Nm
3652	ю'бка	skirt	Nf
3653	сопе'рник	rival	Nm
3654	конституцио'нный	constitutional	A
3655	ху'дший	worst	A
3656	инспе'ктор	inspector	Nm
3657	сиде'нье	seat	Nn
3658	вспы'шка	flash	Nf
3659	стаби'льность	stability	Nf
3660	дра'ться	fight	V
3661	е'вро	Euro	Nn
3662	альтернати'вный	alternative	A
3663	отверну'ться	turn one’s back on	V
3664	интерпрета'ция	interpretation	Nf
3665	рациона'льный	rational	A
3666	лати'нский	Latin	A
3667	скоре'е	quicker, rather	Adv
3668	функциона'льный	functional	A
3669	свинья'	pig	Nf
3670	желе'зо	iron	Nn
3671	жела'ющий	anyone wishing	Nm
3672	поменя'ть	change	V
3673	ва'нна	bath	Nf
3674	полго'да	half a year	N-
3675	вдвоём	together, two	Adv
3676	ста'рость	old age	Nf
3677	постро'йка	building	Nf
3678	разнообра'зие	diversity	Nn
3679	внутрь	inside	Adv
3680	ко'жаный	leather	A
3681	кли'мат	climate	Nm
3682	змея'	snake	Nf
3683	отве'рстие	hole	Nn
3684	администра'тор	manager,   administrator	Nm
3685	целево'й	target	A
3686	эксперти'за	examination	Nf
3687	биогра'фия	biography	Nf
3688	го'рдый	proud	A
3689	строе'ние	structure, building	Nn
3690	плёнка	film	Nf
3691	ноутбу'к	laptop	Nm
3692	поко'нчить	stop, put a stop to	V
3693	молодёжный	youth	A
3694	тра'вма	injury	Nf
3695	выпи'сывать	prescribe, discharge, order,  copy out, subscribe	V
3696	рюкза'к	rucksack	Nm
3697	прислу'шиваться	listen	V
3698	стреми'тельно	rapidly	Adv
3699	тётка	aunt, woman (slang)	Nf
3700	пото'мок	descendant	Nm
3701	любо'вный	love	A
3702	печа'тный	print	A
3703	кру'жка	mug	Nf
3704	при'ступ	attack	Nm
3705	непреры'вный	continuous	A
3706	бедро'	hip	Nn
3707	гениа'льный	genial	A
3708	э'кспорт	export	Nm
3709	патро'н	cartridge	Nm
3710	операцио'нный	operating	A
3711	интеллиге'нция	intelligentsia	Nf
3712	сда'ча	change, leasing	Nf
3713	опо'ра	support	Nf
3714	освеще'ние	illumination	Nn
3715	вертолёт	helicopter	Nm
3716	ду'ра	fool (female)	Nf
3717	печа'тать	print, type, publish	V
3718	пейза'ж	landscape	Nm
3719	боеви'к	action film, terrorist	Nm
3720	печа'ль	sadness	Nf
3721	не'когда	no time	Adv
3722	пиджа'к	jacket, coat	Nm
3723	пане'ль	panel	Nf
3724	хрен	horseradish, dick (slang)	Nm
3725	космона'вт	astronaut	Nm
3726	фаши'стский	fascist	A
3727	жа'жда	thirst	Nf
3728	ре'чка	small river	Nf
3729	снару'жи	outside	Adv
3730	совоку'пность	aggregate, total	Nf
3731	диа'гноз	diagnosis	Nm
3732	дра'ка	fight	Nf
3733	земе'льный	land	A
3734	иллюстра'ция	illustration	Nf
3735	ка'ша	porridge	Nf
3736	мы'сленно	mentally	Adv
3737	вытека'ть	follow, leak	V
3738	поры'в	fit	Nm
3739	обновле'ние	update, review	Nn
3740	кошма'р	nightmare	Nm
3741	компози'ция	composition	Nf
3742	лук	onion, bow	Nm
3743	ча'стый	frequent	A
3744	диапазо'н	range	Nm
3745	слон	elephant	Nm
3746	гуманита'рный	humanitarian	A
3747	прое'зд	entry, passage, travel	Nm
3748	торго'вец	trader, trafficker	Nm
3749	хи'трый	sly	A
3750	ежего'дный	annual	A
3751	натура'льный	natural	A
3752	со'товый	mobile	A
3753	ку'кла	doll	Nf
3754	чемпио'н	champion	Nm
3755	выделе'ние	release, allotment	Nn
3756	прыжо'к	jump	Nm
3757	фунт	pound	Nm
3758	у'голь	coal	Nm
3759	листо'к	sheet, leaf	Nm
3760	я'рость	rage	Nf
3761	сверка'ть	glisten	V
3762	мяч	ball	Nm
3763	но'готь	nail	Nm
3764	носо'к	sock	Nm
3765	награжда'ть	award	V
3766	ни'же	below, lower	Prep
3767	жа'ркий	hot	A
3768	дие'та	diet	Nf
3769	периоди'чески	periodically, from time	Adv
3770	за'работный	wage	A
3771	совреме'нник	contemporary	Nm
3772	поврежде'ние	damage	Nn
3773	увольня'ть	sack	V
3774	ве'на	vein	Nf
3775	топо'р	axe	Nm
3776	маги'ческий	magic	A
3777	коммуни'зм	communism	Nm
3778	подзе'мный	underground	A
3779	конве'рт	envelope	Nm
3780	ник	nickname, username	Nm
3781	реме'нь	belt	Nm
3782	за'яц	hare	Nm
3783	стесня'ться	be shy, be embarrassed	V
3784	любо'вник	lover	Nm
3785	руга'ться	swear, argue	V
3786	наилу'чший	best	A
3787	каранда'ш	pencil	Nm
3788	ус	moustache	Nm
3789	разря'д	category, discharge	Nm
3790	зафикси'ровать	record	V
3791	изнутри'	from within	Adv
3792	принце'сса	princess	Nf
3793	ра'довать	cheer up	V
3794	соли'дный	reputable	A
3795	пар	steam	Nm
3796	сосу'д	vessel	Nm
3797	сырой	raw, damp	A
3798	траги'ческий	tragic	A
3799	и'ндекс	index, post code	Nm
3800	самоуправле'ние	self-government	Nn
3801	лу'жа	puddle	Nf
3802	неподалёку	not far	Adv
3803	чу'вствоваться	be felt, be sensed	V
3804	пси'хика	mind	Nf
3805	орёл	eagle	Nm
3806	ре'плика	retort, line	Nf
3807	свети'ть	shine	V
3808	телегра'мма	telegram	Nf
3809	се'ссия	session, examination period	Nf
3810	пло'тно	tightly	Adv
3811	у'мственный	mental	A
3812	кинотеа'тр	cinema	Nm
3813	компле'кт	set	Nm
3814	те'сно	closely	Adv
3815	учи'тельница	teacher	Nf
3816	ве'чность	eternity	Nf
3817	не'куда	nowhere	Adv
3818	свети'ться	shine	V
3819	тре'нинг	training	Nm
3820	интегра'ция	integration	Nf
3821	себе'	(to) oneself	Part
3822	конья'к	cognac, brandy	Nm
3823	наи'вный	naïve	A
3824	рва'ться	tear, strive	V
3825	зали'в	gulf, bay	Nm
3826	отчётливо	distinctly	Adv
3827	дефици'т	deficit	Nm
3828	осе'нний	autumn	A
3829	пенсионе'р	pensioner	Nm
3830	крестья'нский	peasant	A
3831	пожела'ние	wish	Nn
3832	порта'л	portal	Nm
3833	программи'рование	programming	Nn
3834	сеа'нс	screening, show	Nm
3835	ка'сса	cash desk	Nf
3836	столи'чный	metropolitan, capital	A
3837	скаме'йка	bench	Nf
3838	пое'сть	eat	V
3839	спортсме'н	athlete	Nm
3840	телевизио'нный	television	A
3841	че'тверо	four (people)	Num
3842	годи'ться	be suitable	V
3843	старт	start	Nm
3844	изобрете'ние	invention	Nn
3845	алгори'тм	algorithm	Nm
3846	обуча'ть	teach, train	V
3847	ката'ться	ride	V
3848	относи'тельный	relative	A
3849	сла'бо	weak(ly)	Adv
3850	заключённый	prisoner	Nm
3851	кирпи'ч	brick	Nm
3852	стук	knock	Nm
3853	работода'тель	employer	Nm
3854	аре'нда	rent	Nf
3855	ознако'миться	be familiar, know	V
3856	невозмо'жность	impossibility	Nf
3857	тропа'	path	Nf
3858	во'дный	water	A
3859	ЕС	EU	Nm
3860	заты'лок	back of the head	Nm
3861	организацио'нный	organizational	A
3862	механи'ческий	mechanical	A
3863	раздраже'ние	irritation	Nn
3864	потяну'ться	stretch	V
3865	календа'рь	calendar	Nm
3866	подру'жка	friend (female)	Nf
3867	гру'бо	harsh, roughly	Adv
3868	ора'нжевый	orange	A
3869	ширина'	width	Nf
3870	зака'т	sunset	Nm
3871	всю'ду	everywhere	P
3872	торжество'	celebration, ceremony,  triumph	Nn
3873	написа'ние	writing, spelling	Nn
3874	оди'ннадцать	eleven	Num
3875	модерниза'ция	modernization	Nf
3876	инфраструкту'ра	infrastructure	Nf
3877	перепи'ска	correspondence	Nf
3878	ми'тинг	meeting	Nm
3879	госпожа'	Mrs	Nf
3880	самоуби'йство	suicide	Nn
3881	гнездо'	nest	Nn
3882	прибега'ть	run	V
3883	созна'тельный	conscious	A
3884	поэ'ма	poem	Nf
3885	мы'ло	soap	Nn
3886	ранг	rank	Nm
3887	блин	pancake, damn	I
3888	корру'пция	corruption	Nf
3889	жир	fat	Nm
3890	пожа'ловаться	complain	V
3891	фи'нский	Finnish	A
3892	га'зовый	gas	A
3893	подборо'док	chin, beard	Nm
3894	о'пера	opera	Nf
3895	суп	soup	Nm
3896	упо'рно	stubbornly	Adv
3897	арома'т	smell, fragrance	Nm
3898	деся'тый	tenth	Num
3899	напра'во	to the right	Adv
3900	по'лночь	midnight	Nf
3901	разочарова'ние	disappointment	Nn
3902	Госду'ма	State Duma	Nf
3903	бере'менный	pregnant	A
3904	сосе'дка	neighbour	Nf
3905	гражда'нство	citizenship	Nn
3906	про'чный	firm	A
3907	три'ста	three hundred	Num
3908	огонёк	flame	Nm
3909	общежи'тие	hostel	Nn
3910	фильтр	filter	Nm
3911	бу'ря	storm	Nf
3912	ерунда'	nonsense	Nf
3913	му'жество	courage, bravery	Nn
3914	печь	oven	Nf
3915	ре'зать	cut, chop	V
3916	анали'тик	analyst	Nm
3917	фи'зик	physicist	Nm
3918	паро'ль	password	Nm
3919	шофёр	driver	Nm
3920	до'лжный	due, proper	A
3921	жи'рный	fatty	A
3922	паралле'льный	parallel	A
3923	провожа'ть	accompany	V
3924	заде'ржка	delay	Nf
3925	сопротивля'ться	resist	V
3926	физи'чески	physically	Adv
3927	инфля'ция	inflation	Nf
3928	тамо'женный	customs	A
3929	гла'дкий	smooth	A
3930	недо'лго	not long	Adv
3931	регуля'рный	regular	A
3932	това'рный	trade	A
3933	экску'рсия	excursion	Nf
3934	по-ра'зному	differently	Adv
3935	усло'вный	conditional, suspended	A
3936	депре'ссия	depression	Nf
3937	заку'ривать	light up (cigarette)	V
3938	стро'йный	slim	A
3939	украше'ние	jewellery, decoration	Nn
3940	при'зрак	ghost	Nm
3941	публикова'ть	publish	V
3942	продолжи'тельность	duration	Nf
3943	о'вощ	vegetable	Nm
3944	сновиде'ние	dream	Nn
3945	сериа'л	serial, soap opera	Nm
3946	уменьше'ние	decrease	Nn
3947	отража'ться	be reflected	V
3948	болта'ть	dangle, chat	V
3949	одева'ться	dress	V
3950	переу'лок	alley	Nm
3951	симпто'м	symptom	Nm
3952	прожива'ние	residence	Nn
3953	фо'кус	trick, focus	Nm
3954	мы'шка	mouse	Nf
3955	бо'чка	barrel, cask	Nf
3956	боле'зненный	painful	A
3957	барье'р	barrier	Nm
3958	увлече'ние	passion, hobby	Nn
3959	обсле'дование	examination	Nn
3960	пло'скость	plane	Nf
3961	террори'зм	terrorism	Nm
3962	диста'нция	distance	Nf
3963	регули'ровать	regulate, adjust	V
3964	прохо'жий	passer-by	N-
3965	отвози'ть	take	V
3966	позади'	behind	Adv
3967	ура'	hooray	I
3968	ви'димый	visible	A
3969	роско'шный	luxurious	A
3970	делега'ция	delegation	Nf
3971	за'висть	envy	Nf
3972	выки'дывать	throw away	V
3973	трамва'й	tram	Nm
3974	комбина'ция	combination	Nf
3975	решётка	bars, lattice	Nf
3976	скуча'ть	miss, be bored	V
3977	дереве'нский	rural	A
3978	коме'дия	comedy	Nf
3979	стаби'льный	stable	A
3980	мёд	honey	Nm
3981	энерге'тика	power industry, energy	Nf
3982	функциони'рование	functioning	Nn
3983	руга'ть	scold	V
3984	шампа'нское	champagne	Nn
3985	экономи'ст	economist	Nm
3986	специализи'рованный	specialized	A
3987	ТВ	TV	Nn
3988	жена'тый	married	A
3989	заголо'вок	title	Nm
3990	руче'й	stream	Nm
3991	выполня'ться	be performed, be executed,  be fulfilled	V
3992	тести'рование	testing	Nn
3993	престу'пный	criminal	A
3994	гара'ж	garage	Nm
3995	ру'брика	heading, section	Nf
3996	дра'ма	drama	Nf
3997	включе'ние	inclusion, turning on	Nn
3998	концентра'ция	concentration	Nf
3999	актри'са	actress	Nf
4000	командиро'вка	business trip	Nf
4001	стально'й	steel	A
4002	ось	axis	Nf
4003	грек	Greek	Nm
4004	звуково'й	audio	A
4005	пре'лесть	charm	Nf
4006	ограни'чивать	restrict	V
4007	простота'	simplicity	Nf
4008	рог	horn	Nm
4009	нале'во	to the left	Adv
4010	ген	gene	Nm
4011	герои'ня	heroine	Nf
4012	новичо'к	newcomer	Nm
4013	кори'чневый	brown	A
4014	годово'й	year, year’s	A
4015	ко'мплексный	complex, integrated,   set (meal)	A
4016	возвра'т	return	Nm
4017	парла'ментский	parliamentary	A
4018	арме'йский	army	A
4019	ликвида'ция	liquidation, elimination	Nf
4020	неизме'нный	invariable, constant	A
4021	винто'вка	rifle	Nf
4022	исла'м	Islam	Nm
4023	абстра'ктный	abstract	A
4024	упако'вка	packing, package	Nf
4025	родны'е	family	N-
4026	сюрпри'з	surprise	Nm
4027	перево'зка	transportation	Nf
4028	щель	chink, crack	Nf
4029	неуда'чный	unsuccessful	A
4030	сырьё	raw material	Nn
4031	мусульма'нин	Muslim	Nm
4032	потреби'тельский	consumer	A
4033	аналити'ческий	analytical	A
4034	тротуа'р	pavement	Nm
4035	па'ника	panic	Nf
4036	рейс	flight, voyage	Nm
4037	рождество'	Christmas	Nn
4038	по'рция	portion	Nf
4039	колеба'ться	fluctuate	V
4040	схо'дство	similarity	Nn
4041	наверху'	upstairs, on top	Adv
4042	ручно'й	manual, hand	A
4043	вечери'нка	party	Nf
4044	осторо'жный	cautious	A
4045	девя'тый	ninth	Num
4046	осмо'тр	inspection, check	Nm
4047	бык	bull	Nm
4048	обожа'ть	adore	V
4049	академи'ческий	academic	A
4050	блесте'ть	shine, flash	V
4051	напра'сно	in vain, for nothing	Adv
4052	коэффицие'нт	coefficient, factor	Nm
4053	нове'йший	newest, latest	A
4054	плака'т	poster	Nm
4055	матери'нский	maternal	A
4056	примити'вный	primitive	A
4057	мат	mat, obscene language	Nm
4058	отврати'тельный	disgusting	A
4059	ве'рность	loyalty	Nf
4060	поблагодари'ть	thank	V
4061	вла'жный	wet	A
4062	и'мпульс	impulse	Nm
4063	ме'неджмент	management	Nm
4064	приготовле'ние	cooking, preparation	Nn
4065	вы'лет	departure	Nm
4066	удо'бство	convenience	Nn
4067	повторе'ние	repetition	Nn
4068	поля'к	Pole	Nm
4069	о'гненный	fiery	A
4070	боково'й	side	A
4071	сгоре'ть	burn (down)	V
4072	во'льный	free	A
4073	ночева'ть	stay overnight, spend   the night	V
4074	ве'жливо	politely	Adv
4075	кача'ть	rock, shake	V
4076	различа'ть	distinguish, tell apart	V
4077	душ	shower	Nm
4078	лёгкость	ease, lightness	Nf
4079	нетерпе'ние	impatience	Nn
4080	зави'довать	envy	V
4081	устана'вливаться	be installed, be  established	V
4082	ча'йник	kettle, teapot, dummy	Nm
4083	напряму'ю	directly	Adv
4084	убы'ток	loss	Nm
4085	архите'ктор	architect	Nm
4086	допро'с	interrogation	Nm
4087	отлича'ть	distinguish	V
4088	эконо'мия	savings, economy	Nf
4089	невысо'кий	low, small	A
4090	энтузиа'зм	enthusiasm	Nm
4091	авиацио'нный	aviation	A
4092	висо'к	temple	Nm
4093	поруче'ние	order, assignment	Nn
4094	че'реп	skull	Nm
4095	отклоне'ние	deviation	Nn
4096	ла'сковый	tender	A
4097	дружи'ть	be friends	V
4098	смерте'льный	deadly	A
4099	козёл	he-goat, arsehole (slang)	Nm
4100	жили'щный	housing	A
4101	чрезвыча'йный	extraordinary, extreme	A
4102	симпа'тия	affection, sympathy	Nf
4103	уста'лый	tired	A
4104	мм	mm, millimetre	Nm
4105	долгосро'чный	long-term	A
4106	огоро'д	allotment	Nm
4107	кисть	brush, palm	Nf
4108	защи'тный	protective, defensive	A
4109	пенсио'нный	pension	A
4110	абоне'нт	subscriber	Nm
4111	ра'венство	equality	Nn
4112	се'кция	section, club	Nf
4113	урожа'й	harvest	Nm
4114	реконстру'кция	reconstruction,  refurbishment	Nf
4115	о'черк	feature story	Nm
4116	обезья'на	monkey	Nf
4117	за'пуск	launch	Nm
4118	фанта'стика	science fiction	Nf
4119	контине'нт	continent	Nm
4120	сде'рживать	restrain	V
4121	гвоздь	nail	Nm
4122	ме'дный	copper	A
4123	яд	poison	Nm
4124	строи'тель	builder	Nm
4125	представи'тельство	representative,  office	Nn
4126	этни'ческий	ethnic	A
4127	база'р	market, talk (slang)	Nm
4128	у'личный	street	A
4129	кружо'к	circle, hobby group, club	Nm
4130	серебро'	silver	Nn
4131	полнота'	fullness, corpulence	Nf
4132	агресси'вный	aggressive	A
4133	подключе'ние	connection	Nn
4134	жа'лость	pity	Nf
4135	презента'ция	presentation	Nf
4136	звон	ringing, jingling	Nm
4137	констру'ктор	constructor, engineer	Nm
4138	писа'ться	write	V
4139	серде'чный	heart	A
4140	по'хороны	funeral	N-
4141	инди'йский	Indian	A
4142	украша'ть	decorate	V
4143	бе'дность	poverty	Nf
4144	се'мьдесят	seventy	Num
4145	формулиро'вка	wording	Nf
4146	колбаса'	sausage	Nf
4147	корзи'на	basket	Nf
4148	территориа'льный	territorial	A
4149	анало'гия	analogy	Nf
4150	колосса'льный	colossal	A
4151	пла'стиковый	plastic	A
4152	микрофо'н	microphone	Nm
4153	прибы'тие	arrival	Nn
4154	перча'тка	glove	Nf
4155	инстру'ктор	instructor	Nm
4156	ски'дка	discount	Nf
4157	непросто'й	difficult	A
4158	эксперимента'льный	experimental	A
4159	запла'кать	start crying	V
4160	традицио'нно	traditionally	Adv
4161	акционе'р	stockholder, shareholder	Nm
4162	изложе'ние	summary	Nn
4163	содержи'мое	content(s)	Nn
4164	цивилизо'ванный	civilized	A
4165	квадра'т	square	Nm
4166	ла'мпочка	bulb	Nf
4167	за'дница	arse	Nf
4168	стресс	stress	Nm
4169	факти'ческий	actual, real, factual	A
4170	индустри'я	industry	Nf
4171	га'лстук	tie	Nm
4172	полоте'нце	towel	Nn
4173	струя'	jet	Nf
4174	после'довательный	sequential,  consistent	A
4175	путеше'ствовать	travel	V
4176	грана'та	grenade	Nf
4177	изме'на	betrayal, treason, adultery	Nf
4178	вдали'	in the distance	Adv
4179	моло'чный	milk, dairy	A
4180	пе'ние	singing	Nn
4181	превосходи'ть	exceed	V
4182	изя'щный	graceful	A
4183	ка'бель	cable	Nm
4184	возраже'ние	objection	Nn
4185	тре'звый	sober	A
4186	проводни'к	conductor	Nm
4187	бере'чь	save, take care	V
4188	проекти'рование	design, designing	Nn
4189	ста'туя	statue	Nf
4190	вози'ть	drive, carry	V
4191	не'жность	tenderness	Nf
4192	хи'мия	chemistry	Nf
4193	сыно'к	son (diminutive)	Nm
4194	стыд	shame	Nm
4195	шага'ть	stride, walk	V
4196	выжива'ние	survival	Nn
4197	тысячеле'тие	millennium	Nn
4198	толка'ть	push	V
4199	автоно'мный	offline, autonomous	A
4200	ба'бочка	butterfly	Nf
4201	входно'й	entrance	A
4202	про'бка	cork, traffic jam	Nf
4203	игнори'ровать	ignore	V
4204	трево'жный	anxious	A
4205	стимули'ровать	stimulate	V
4206	восхище'ние	admiration	Nn
4207	мрак	darkness	Nm
4208	артиллери'йский	artillery	A
4209	совпаде'ние	coincidence	Nn
4210	би'ржа	exchange	Nf
4211	завора'чивать	wrap	V
4212	монстр	monster	Nm
4213	буржуа'зный	bourgeois	A
4214	интуи'ция	intuition	Nf
4215	пропи'сывать	prescribe	V
4216	мотива'ция	motivation	Nf
4217	превраще'ние	transformation	Nn
4218	спи'нка	backrest, back	Nf
4219	географи'ческий	geographical	A
4220	иссле'довательский	research	A
4221	отвраще'ние	disgust, repulsion	Nn
4222	ара'б	Arab	Nm
4223	и'мидж	image	Nm
4224	рвать	tear, vomit	V
4225	роди'тельский	parental	A
4226	ве'дьма	witch	Nf
4227	колле'дж	college	Nm
4228	оказа'ние	providing, giving	Nn
4229	нового'дний	New Year(’s)	A
4230	анке'та	form	Nf
4231	грандио'зный	grandiose	A
4232	незнако'мец	stranger	Nm
4233	усло'вно	conditionally, tentatively	Adv
4234	обслу'живать	serve	V
4235	сосна'	pine	Nf
4236	выу'чивать	learn	V
4237	овца'	sheep	Nf
4238	расстро'йство	disorder	Nn
4239	толчо'к	push	Nm
4240	оболо'чка	cover, shell	Nf
4241	вы'езд	departure, exit	Nm
4242	окре'стность	neighbourhood	Nf
4243	вдво'е	twice	Adv
4244	дру'жеский	friendly	A
4245	классифика'ция	classification	Nf
4246	деклара'ция	declaration	Nf
4247	случа'йность	chance, accident	Nf
4248	отступле'ние	retreat, digression	Nn
4249	функциони'ровать	function	V
4250	гром	thunder	Nm
4251	промежу'ток	interval	Nm
4252	разнови'дность	variety, form	Nf
4253	ниско'лько	not at all	P
4254	проща'ться	say goodbye	V
4255	Алла'х	Allah	Nm
4256	кла'виша	key	Nf
4257	шерсть	wool	Nf
4258	конфе'та	sweet, chocolate	Nf
4259	интенси'вный	intensive, intense	A
4260	лову'шка	trap	Nf
4261	преподава'ть	teach	V
4262	тупи'к	cul-de-sac, dead end	Nm
4263	вме'шиваться	interfere, interrupt	V
4264	необыкнове'нный	unusual	A
4265	романти'ческий	romantic	A
4266	переворо'т	revolution, coup d’état	Nm
4267	приближе'ние	approaching	Nn
4268	че'люсть	jaw	Nf
4269	бухга'лтерский	accounting	A
4270	жа'рко	hot	Adv
4271	соба'чий	dog	A
4272	интона'ция	intonation	Nf
4273	съе'здить	go	V
4274	гра'мотный	literate, trained	A
4275	вздох	breath	Nm
4276	бе'женец	refugee	Nm
4277	премье'р	premier	Nm
4278	агре'ссия	aggression	Nf
4279	валю'тный	revenue, income	A
4280	взвод	troop, platoon	Nm
